Name,UniqueName,Sum,E02009,E02702,E00083,E01370,E25817,E04779,E01987,E03674,E21606,E00095,E31425,E01824,E05149,E02989,E00474,E01929,E04749,E03041,E01366,E03496,E00619,E05033,E01118,E01780,E01662,E05302,E01619,E02352,E01726,E31723,E00179,E24562,E05477,E02062,E26966,E01848,E00248,E30504,E02761,E04583,E31331,E02409,E02334,E02116,E05073,E01551,E00076,E00233,E22042,E02076,E04025,E05221,E04560,E00745,E04826,E02541,E02439,E05489,E02287,E02865,E02522,E00871,E26124,E00173,E02940,E05055,E01913,E00133,E05379,E05543,E00635,E00644,E02912,E03953,E02587,E02175,E04340,E00891,E00935,E01197,E00397,E03517,E02742,E00547,E02354,E02190,E02699,E05445,E00909,E00149,E04125,E00882,E05736,E05147,E04368,E01490,E31248,E02442,E02459
numberofsubmissiondei,,833,8,6,8,7,8,8,9,8,10,10,4,10,10,10,11,12,12,8,8,8,8,10,9,8,8,8,8,8,9,4,8,8,13,11,10,6,7,7,9,10,6,8,8,10,7,8,8,8,7,8,8,8,10,9,11,8,9,,14,7,8,8,8,8,8,9,9,11,12,8,8,8,8,9,8,8,8,8,9,9,12,10,7,8,8,8,8,8,8,8,8,8,8,9,,8,6,9,14
netincomese,,830,12,,8,6,7,12,5,12,12,8,,4,8,6,4,10,12,12,4,12,11,8,10,4,12,10,9,12,12,,12,3,14,4,4,8,8,,12,12,,8,10,8,11,12,10,11,12,7,12,12,4,10,12,5,4,2,14,12,12,6,8,4,12,9,12,2,12,6,10,4,10,12,4,10,12,11,12,4,8,4,24,5,16,12,6,1,12,12,12,8,8,7,,10,,12,6
netincomena,,829,12,,8,6,7,12,5,12,12,8,,4,8,6,4,10,12,12,4,12,11,8,10,4,12,10,9,12,12,,12,3,14,4,4,8,8,,12,12,,8,10,8,11,12,10,11,12,7,12,12,4,10,12,5,4,2,14,12,12,6,8,4,12,9,12,2,12,6,10,4,10,12,4,10,12,11,12,4,8,4,24,5,16,12,6,,12,12,12,8,8,7,,10,,12,6
decreaseincreaseinnotesandaccountsreceivabletradeopecf,,813,4,7,8,6,6,1,,,5,7,,11,3,12,9,12,15,,11,7,11,14,10,,7,17,9,5,10,,11,12,15,22,5,8,7,5,6,14,1,7,7,8,7,11,8,13,5,11,4,2,7,8,3,8,8,4,19,5,8,9,6,8,7,10,8,11,10,9,5,10,6,3,10,10,8,7,12,11,12,4,2,24,2,9,11,9,8,23,13,9,9,12,4,10,,9,17
generalreserve,,811,12,,12,14,,12,,20,,16,,7,,,31,14,,12,11,,12,,,,12,,12,,,4,12,,22,13,11,10,,,14,14,,12,12,11,14,12,12,12,12,9,12,,6,,14,12,12,,24,12,,12,10,12,12,,,13,,,12,7,,14,,12,,5,14,14,15,11,22,,14,12,,,10,12,12,7,,14,,12,,14,24
effectofexchangeratechangeoncashandcashequivalents,,805,9,,9,14,5,15,10,16,,7,,13,19,4,2,12,,9,,7,15,18,11,,9,,9,15,19,,,10,22,17,,7,10,,14,22,,9,10,11,,10,9,9,13,,,10,13,16,13,9,9,,17,,9,11,6,8,10,12,15,8,,12,10,8,,,10,8,8,9,,,,,18,15,11,9,10,9,9,17,,4,,12,,10,,12,18
othernetopecf,,779,8,10,9,9,5,7,3,8,10,2,3,6,18,10,1,5,6,9,,6,24,9,3,,8,11,9,12,16,2,10,10,24,23,15,5,7,4,9,28,4,,,9,6,4,11,1,8,8,8,7,2,11,10,8,6,4,10,14,,6,9,,13,3,12,13,10,8,4,4,7,15,7,16,3,7,10,,7,10,5,4,6,10,4,9,4,12,11,6,,9,3,6,4,10,17
structuresnet,,770,10,,10,6,,3,,,,,,14,,14,30,6,8,,10,10,10,,12,10,10,,10,12,12,4,10,9,,,10,8,10,16,12,10,,10,,10,12,10,10,10,6,10,10,,10,,12,,17,,12,6,10,10,8,10,,,10,12,,,10,10,10,12,,10,10,10,10,12,22,28,18,10,12,10,10,,10,10,,10,,,3,10,,12,20
vehiclesnet,,762,10,6,10,6,,,1,,6,,,14,,6,30,6,,10,10,10,10,,6,6,10,1,10,12,12,4,10,8,6,,12,8,10,3,12,,,10,20,10,12,10,10,10,6,9,10,7,10,18,12,10,,,10,7,10,10,8,10,,,10,12,16,,10,10,10,12,20,10,10,10,10,12,,10,18,,12,10,7,,10,7,,10,,,,10,,12,20
totalchangesofitemsduringtheperiodse,,758,12,,6,6,7,10,5,12,12,8,,4,6,6,4,9,7,12,4,12,5,8,10,2,12,10,6,12,12,,12,7,8,4,4,6,8,,12,12,,6,8,8,10,4,8,8,12,3,12,12,1,12,12,5,1,4,14,12,12,6,8,1,12,11,12,,11,6,8,4,4,12,6,10,10,11,12,4,7,4,24,5,16,12,6,3,8,9,12,8,8,6,,10,,12,4
buildings,,753,6,16,10,6,15,10,,,,,2,6,,,30,6,,16,10,10,1,6,6,6,6,,6,6,6,,10,5,14,8,8,6,10,16,6,,12,8,20,6,12,,10,10,4,,8,6,10,2,6,10,17,15,12,6,10,6,8,10,6,12,10,12,6,,6,6,6,12,16,6,10,6,12,6,22,10,12,10,8,,,10,6,10,,6,16,,4,,4,6,20
totalchangesofitemsduringtheperiodna,,741,12,,4,4,7,10,1,12,12,8,,4,6,6,4,8,7,12,4,10,9,8,10,2,12,10,7,12,12,,12,6,10,4,4,6,8,,12,12,,6,8,8,10,4,8,7,12,3,12,12,3,12,12,5,2,4,6,12,12,4,8,2,12,12,10,,11,2,10,2,4,12,8,10,10,10,12,4,7,4,24,6,16,12,6,,8,8,12,10,8,6,,10,,12,4
totalchangesofitemsduringtheperiodre,,740,12,,6,6,7,10,6,12,12,3,,4,8,6,4,9,6,12,4,12,5,8,10,2,12,10,6,12,12,,12,5,8,4,4,6,8,,12,12,,3,8,8,10,4,8,8,12,5,12,12,1,10,12,5,3,6,14,12,6,6,8,1,12,10,12,,11,6,8,4,4,12,4,5,10,11,12,4,7,4,24,5,16,12,10,1,6,11,12,8,6,6,,10,,12,4
profitloss,,713,12,1,12,4,6,,4,22,12,12,4,10,2,,,24,12,12,4,10,12,2,12,,12,,2,8,26,4,10,,4,2,,2,2,4,12,,2,,6,4,4,6,12,6,8,12,12,10,,8,12,12,,,8,8,12,,12,10,12,12,16,4,20,,8,2,10,12,,12,2,12,12,6,2,2,4,6,12,12,,,12,10,12,6,6,20,,12,4,6,6
machineryandequipmentnet,,694,10,16,10,6,,6,,,,,,14,,,30,12,,,10,,10,,6,10,10,,10,12,12,4,10,9,,,,8,10,16,12,10,,10,20,10,12,10,10,10,6,9,10,,10,,12,10,17,,10,,10,10,8,10,10,,10,12,,,10,10,,,,10,10,10,10,12,6,10,18,10,,10,,,10,10,,10,,,1,6,,12,20
advertisingexpensessga,,684,6,5,10,,4,,,,,14,,,,29,16,,,14,,,1,10,22,,20,30,,22,,,10,8,20,,20,16,10,8,,44,6,20,,,26,4,10,10,,,8,,20,5,,,,,,7,,,,10,,11,,,6,,10,6,,42,16,,2,,12,,14,,12,,8,,16,,,10,,,,,,6,6,42,
notesreceivabletrade,,675,10,,10,12,9,10,,,,14,,14,,,,12,,,10,,10,2,12,8,10,,10,12,12,4,10,5,20,,5,8,,,12,4,,10,10,10,9,10,10,10,10,,,,,2,12,,10,,10,7,10,10,8,10,10,,10,12,,,10,10,2,,9,10,10,10,12,12,,,18,10,12,10,10,,10,10,,10,10,12,1,10,,12,20
lossonsalesofnoncurrentassetsel,,669,9,,9,,,,2,,,,,,,,20,47,,,,24,7,,,,,,5,4,,,26,6,13,,,,4,,41,9,,2,4,30,15,31,,4,29,2,23,,,,25,,,2,3,19,1,36,4,8,,23,,,22,2,21,,,8,4,10,,5,4,32,,,23,,2,,,,4,2,2,6,,,,4,,27,4
machineryequipmentandvehicles,,668,28,,,,,,,,,14,,32,,3,,36,,,10,,,,12,,10,,10,12,30,,,9,6,,,20,,,12,2,,10,,28,12,,,4,,,10,4,,,12,10,,,,10,10,10,8,10,28,,,12,8,,28,10,,,,10,10,28,12,12,40,,18,,12,,,,10,10,,,,,6,,,30,
provisionfordirectorsretirementbenefitssga,,620,24,,,11,,,,,,,,,,,16,12,,,,,,,1,,20,,,,10,,18,,36,,,2,18,4,,32,,,,,,,1,,12,,,,14,,24,,14,,4,4,8,22,,10,38,,,20,,,,,15,,,,,4,19,16,,,64,,20,10,6,,,15,,8,,,,,,42,26
salariesandallowancessga,,610,24,5,,,16,,,,32,,2,,26,21,,18,,,,8,13,,16,,24,30,18,18,,,,12,36,12,,,8,,,12,,,4,,,,,,,,,4,,,24,,12,,22,11,,22,16,,,18,,,6,,,,10,,,24,,8,,,,10,18,,20,,,4,,,,,,,4,18,4,,
increasedecreaseinprovisionforbonusesopecf,,607,10,,7,,1,,6,9,12,7,,14,,5,9,,13,,10,13,8,16,12,,10,4,12,,,,9,,5,21,2,3,3,7,10,,3,9,11,,15,,,14,8,8,8,6,12,7,14,10,,1,,,,4,11,5,6,,18,,,6,8,,,10,6,7,13,,,17,3,12,28,8,14,,,8,,,7,7,11,,1,10,2,,21
othercapitalsurplus,,606,12,,12,,,,5,,16,16,,16,1,7,,2,18,12,12,,12,1,3,2,12,,12,2,13,4,,,,10,,,12,,,14,,12,,,,12,12,12,,,12,12,11,12,14,12,,,24,1,,,3,1,,14,1,,5,,,7,12,14,,12,3,,13,7,15,,22,12,,1,2,,12,,12,,12,,,12,4,14,24
decreaseincreaseininventoriesopecf,,602,5,5,,5,4,,2,,2,10,2,3,,12,5,8,,1,5,1,4,11,8,,5,13,8,8,5,4,13,3,10,6,1,6,9,,4,6,2,9,4,9,7,3,10,,10,4,8,7,12,11,9,8,3,6,11,13,8,7,8,,3,11,12,,10,9,7,9,4,1,14,12,10,10,1,5,6,5,,12,11,5,8,5,15,,7,3,5,7,,4,4,8,16
researchanddevelopmentexpensessga,,596,24,,4,20,8,,,,,16,,20,,,,30,,,4,,,46,12,,10,2,10,34,16,,,12,,32,,,,,,,,,18,8,,4,4,24,,12,,,,,,,,2,,,,,,,,,,,6,,4,18,,,,20,,4,48,,4,,,,,24,,8,,4,,8,,6,,20,,42,8
increasedecreaseinallowancefordoubtfulaccountsopecf,,587,10,5,5,9,,14,11,,8,8,3,12,5,,3,,5,1,7,11,13,8,5,,2,4,4,11,12,,2,8,20,6,,6,3,1,,3,,11,9,5,6,,,8,1,1,7,6,7,10,17,5,5,4,12,4,,10,7,12,6,12,12,7,13,5,4,,11,13,8,6,8,6,,13,7,,10,3,11,7,3,,8,5,,6,,6,3,10,3,5,4
netchangesofitemsotherthanshareholdersequityna,,587,7,,8,5,2,7,2,9,6,8,,6,3,,3,8,,10,8,6,8,3,8,4,12,4,6,10,8,,10,4,8,2,,8,5,,12,8,,6,10,3,10,6,4,4,6,4,9,12,2,10,8,6,3,2,8,8,6,6,4,4,6,12,5,6,10,,11,6,12,10,8,10,6,5,8,4,3,3,8,7,4,4,6,,9,8,7,4,7,12,4,7,,8,8
netchangesofitemsotherthanshareholdersequityafs,,583,8,,8,2,,6,4,10,6,8,,8,,,2,8,,8,8,4,8,4,8,4,12,4,8,10,8,,8,6,8,2,,8,6,,12,8,,6,4,4,10,8,8,4,6,4,8,12,2,,8,8,3,2,8,8,8,4,6,4,6,12,8,6,8,,6,8,12,10,10,12,8,4,8,4,2,3,12,6,6,6,6,,8,8,6,4,2,12,7,8,,8,8
totalchangesofitemsduringtheperiodafs,,583,8,,8,2,,6,4,10,6,8,,8,,,2,8,,8,8,4,8,4,8,4,12,4,8,10,8,,8,6,8,2,,8,6,,12,8,,6,4,4,10,8,8,4,6,4,8,12,2,,8,8,3,2,8,8,8,4,6,4,6,12,8,6,8,,6,8,12,10,10,12,8,4,8,4,2,3,12,6,6,6,6,,8,8,6,4,2,12,7,8,,8,8
vehicles,,574,6,6,10,6,,,1,,6,,,6,,6,30,6,,6,10,10,1,,6,6,6,1,6,6,6,,10,5,6,,10,6,10,3,6,,,8,20,6,12,,10,10,4,,8,6,10,18,6,10,,,10,6,10,6,8,10,,,10,12,10,,6,6,6,12,16,6,10,6,12,6,,10,12,,8,,,,6,7,,6,,,,,,6,20
impairmentlossopecf,,573,4,4,2,7,3,4,11,12,14,15,,20,,1,,16,7,10,8,6,9,12,11,,,13,,6,2,2,11,6,,,,5,10,,11,12,,1,1,7,3,5,5,1,6,2,5,2,15,3,8,8,3,6,14,2,5,5,,,,11,5,7,14,6,5,2,8,11,2,13,11,6,,5,6,10,2,3,16,5,5,,11,14,7,3,1,6,1,,4,12,
otherei,,567,2,,15,,,,11,,24,25,,26,,,2,,9,17,,,10,,5,10,,14,,,,,5,9,,,,1,,,2,20,,2,,,,30,,,3,,7,,26,2,26,,,2,18,,,,,5,,7,29,4,,,,38,19,,,1,2,23,23,,33,,,2,,2,2,,,37,,4,,,9,,,,4
structures,,556,6,,10,6,,6,,,,,,6,,14,30,6,,,10,10,1,,6,6,6,,6,6,6,,10,5,,,8,6,10,16,6,,,8,,6,12,,10,10,4,,8,,10,,6,,17,,12,6,10,6,8,10,,,10,12,,,6,6,6,12,,6,10,6,12,6,28,10,12,10,8,,,,6,10,,6,,,3,,,6,20
netcashprovidedbyusedinfinancingactivitiessummaryofbusinessresults,,547,4,2,4,5,13,16,17,,,9,3,15,2,24,6,7,8,9,5,6,3,9,2,,,3,2,12,3,4,,8,14,,23,,7,5,5,,2,4,9,5,8,8,,,4,9,5,2,10,17,,2,10,,10,1,9,3,8,,4,3,6,,16,2,8,4,3,17,2,10,9,,,14,,3,,15,,4,,15,,2,2,8,6,,,10,3,,
netchangesofitemsotherthanshareholdersequityvta,,545,7,,8,5,1,7,3,8,6,8,,6,2,,3,6,,8,8,4,8,3,8,4,12,4,6,10,6,,8,4,8,2,,8,5,,12,8,,6,4,3,10,6,4,4,6,4,8,10,2,4,8,6,3,2,8,8,6,4,4,4,6,12,5,6,8,,11,6,12,10,8,8,6,8,8,4,2,3,2,6,4,2,6,,9,8,6,4,2,12,7,8,,8,8
totalchangesofitemsduringtheperiodvta,,545,7,,8,5,1,7,3,8,6,8,,6,2,,3,6,,8,8,4,8,3,8,4,12,4,6,10,6,,8,4,8,2,,8,5,,12,8,,6,4,3,10,6,4,4,6,4,8,10,2,4,8,6,3,2,8,8,6,4,4,4,6,12,5,6,8,,11,6,12,10,8,8,6,8,8,4,2,3,2,6,4,2,6,,9,8,6,4,2,12,7,8,,8,8
profitlossattributabletoownersofparentsummaryofbusinessresults,,542,9,,9,3,3,,5,11,9,9,,8,3,,,18,9,9,5,8,9,3,9,,9,,4,6,14,3,8,,3,2,,4,3,,9,,2,,6,2,3,9,9,3,6,9,9,8,1,6,9,9,,,8,6,9,,9,8,9,9,12,3,16,,7,1,8,9,3,9,4,9,9,6,2,,3,3,9,9,3,,9,8,9,6,6,11,,9,,6,
othernetinvcf,,538,6,,8,11,,17,2,,12,,,14,,,,18,3,11,2,,,21,10,,11,,,13,11,,1,2,,7,,1,5,2,6,1,,,,5,3,13,2,11,12,1,6,10,5,6,2,4,,,12,10,,7,5,,1,7,3,11,,5,4,11,5,1,5,10,7,15,11,5,,,28,15,2,10,7,6,2,,3,8,5,5,1,,,12,24
notespayabletrade,,518,10,,10,12,,10,,,,14,,14,,,,,,10,10,,10,,12,,,,10,12,12,,10,9,,,,8,,16,12,,,10,10,10,,10,10,10,10,,,,,,,3,10,,10,7,10,10,1,10,10,,10,12,4,,,10,,12,,1,,10,12,12,14,,10,10,9,10,,,10,10,,10,,,,10,,,
machineryandequipment,,516,6,16,10,6,,10,,,,,,6,,,30,6,,,10,,1,,6,6,6,,6,6,6,,10,5,,,,6,10,16,6,,,8,20,6,12,,10,10,4,,8,,10,,6,10,17,,10,,10,6,8,10,6,,10,12,,,6,6,,,,6,10,6,12,6,,10,12,10,,,,,6,10,,6,,,1,,,6,20
rentexpensessga,,514,16,,,,,8,,,,,,,,,16,6,,6,,12,1,10,22,,20,,,18,6,,10,,14,,,,,,6,,,10,,,,8,,,,,,,,,,,6,,,11,4,10,8,,38,,4,,6,4,10,,6,42,6,16,,,18,,14,6,12,,8,6,16,,,,,,,,,6,,42,26
netcashprovidedbyusedinfinancingactivities,,509,4,2,4,8,11,17,13,,,7,2,13,1,15,5,4,9,8,5,7,6,6,1,,1,5,4,12,2,2,,7,12,,16,,7,3,5,,2,5,8,6,5,9,,,4,7,5,2,8,17,,2,7,5,9,2,8,4,6,,4,2,9,,13,2,6,5,5,14,2,10,8,,,14,,2,,16,,4,,14,,3,2,8,6,,2,11,2,,
netincreasedecreaseinshorttermloanspayablefincf,,493,4,,9,9,,7,4,,,2,,11,,,,6,26,3,5,,13,2,2,,,5,,12,5,,4,9,13,,16,,8,,1,18,,7,,3,3,9,3,,5,7,5,,4,3,8,5,,5,1,4,6,5,1,6,4,,15,,5,1,6,5,,14,,15,8,6,,10,10,11,10,14,,5,,,2,19,7,8,,,1,3,,12,18
welfareexpensessga,,472,10,,10,,,8,,,,14,,8,,,,,,6,,,1,10,6,,14,,,18,,,10,,,,,16,10,,6,,,,,,,4,10,10,,,,6,,1,2,8,,,8,,,16,,10,38,,4,,6,,10,,6,,,16,,,18,,14,,58,,,6,16,,,10,,,,,,6,,42,
lossonretirementofnoncurrentassetsopecf,,460,16,,8,,3,,9,,,,,,,,,20,,,,16,28,10,6,,,,16,17,,,10,3,20,11,,,16,,,12,3,,,6,,,,,2,8,16,4,16,1,20,,3,,,,,,,,16,1,,,20,4,16,,,,10,5,,,,,,,6,,,9,3,,,10,,16,3,13,4,,2,18,4
telephonesubscriptionright,,456,5,15,,,,,,,,,,,4,14,30,,,,10,,,,36,,1,5,,12,,,,,20,24,,28,10,,12,,,,10,,24,,,6,,,10,4,10,,,,17,,,7,,10,,,10,,,12,,,10,,10,,10,,10,,,,,,18,,,,,,10,10,,6,,12,,,,2,12
lossgainonvaluationofinvestmentsecuritiesopecf,,451,2,,,5,4,6,12,,,4,,18,,,,15,,15,3,,5,8,8,,,1,5,5,4,,9,3,2,5,,6,4,,9,21,,11,,3,8,3,13,7,2,7,,,5,,13,3,2,,,,6,3,2,3,8,7,5,3,8,,,8,,5,11,1,,4,2,4,4,2,20,,10,,,,4,28,5,6,,3,,5,,3,25
travelingandtransportationexpensessga,,440,16,,,6,,,,,,,,,,21,,,,,4,,,,18,,6,,6,22,16,,,,20,,,16,,,,,,,,10,24,,,20,,,,6,10,,,,6,,,7,,10,8,,38,,,,,,20,,6,,,,,,18,,,,12,,8,6,16,,,,,,,,4,6,,42,12
insurancefunds,,412,5,,,12,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,40,,,6,38,16,12,,,10,10,38,12,,,6,20,,,,,,,,10,,,,,,,10,,,,12,12,,,,,,,,7,,,6,,,18,,42,,20,,,20,,,,,,,4,,20
increasedecreaseinprovisionforretirementbenefitsopecf,,410,8,3,1,10,,7,3,2,9,6,,,,,14,,,1,,,5,1,,,,6,3,,,,1,3,,,1,4,3,,2,6,,7,7,14,13,,,8,8,1,10,,10,,8,6,8,,2,7,,5,8,3,10,,3,,9,,7,6,10,,1,13,,,11,11,11,,19,16,4,5,7,,6,,3,2,,,,4,,9,19
profitlossattributabletoownersofparent,,393,6,,6,2,3,,2,12,6,6,,5,2,,,12,6,6,2,5,6,2,6,,6,,1,4,14,2,5,,2,1,,1,1,,6,,1,,3,2,2,45,6,3,4,6,6,5,,4,6,6,,,4,4,6,,6,5,6,6,8,2,10,,4,1,5,6,,6,1,6,6,3,1,,2,3,6,6,,,6,5,6,3,3,11,,6,,3,
netincomerenonconsolidated,,391,6,,4,3,6,6,2,6,6,,,3,4,6,4,4,,6,2,6,5,4,5,4,6,5,3,6,6,,6,,6,2,2,3,4,,6,6,,,5,4,9,6,4,5,6,4,6,6,2,4,6,1,3,1,8,6,,2,4,1,6,3,6,1,6,4,5,1,5,6,1,,6,6,6,2,4,4,12,2,8,6,3,1,,6,6,4,4,4,,5,,6,6
totalchangesofitemsduringtheperiodrebf,,378,6,,4,3,6,3,2,4,4,5,,4,4,6,4,3,1,2,2,6,3,4,5,2,6,5,3,6,6,,6,3,6,1,2,4,4,,6,6,,3,3,4,5,3,3,5,5,3,6,6,1,4,6,3,4,3,8,6,6,2,4,3,5,4,6,,5,4,4,2,1,4,1,3,4,6,6,2,3,4,10,2,8,6,5,1,,5,6,4,2,3,,5,,6,8
remeasurementsofdefinedbenefitplansnetoftaxoci,,376,8,,7,6,,10,,1,3,11,,,,,,15,,,,,10,,1,,7,,1,,7,,10,,1,,,,,,,4,,3,,,5,7,10,10,8,,,,3,,9,10,,,16,4,,10,,9,,,6,,17,,6,8,,,10,10,4,7,10,10,6,,6,7,,10,9,,10,7,7,8,,,,7,,5,
legalwelfareexpensessga,,364,6,,10,,4,,,,,14,,,6,21,,,,,8,,,,22,,,4,6,,6,8,10,,36,,,4,10,,,,,10,,2,26,,10,20,,,,6,14,,6,,6,,,7,,,8,10,,12,,2,,,,,6,12,,,,,,,,,,,6,,,,,10,,,4,,,,,,12
incometaxesrefundopecf,,333,1,12,,18,,,,,17,9,,,,,,,,1,,16,,,,,,2,,17,,,3,11,,14,,2,13,,,2,,,7,4,,,,,5,11,,11,,,4,,2,4,,9,,,10,1,,,3,16,8,,,,15,,,1,1,16,,,,,,,,2,,16,,12,,,5,15,1,6,,,10
costofproductsmanufactured,,330,6,1,,6,,,,,,,,6,,,12,6,,,10,,,,6,6,6,12,6,6,6,,,,,8,,6,,,6,,,8,10,6,,10,,,6,,,,,,,,10,5,10,,,6,,,,,10,,,,6,6,,,,6,,6,10,12,8,10,,,,6,6,10,6,,,6,,,,6,4,6,20
increasedecreaseinprovisionfordirectorsretirementbenefitsopecf,,316,14,1,,6,,,,,,,,12,,,11,,,,1,,,,,,,,8,,8,,10,,5,,,,12,8,1,,,,,,,,2,,11,,,,5,,6,,11,,8,,,13,,12,12,1,,11,,,,2,12,,,,,2,,15,,,24,,18,6,3,,,2,,11,,,,,,10,22
costofpurchasedgoods,,314,6,8,,,,,,,,,,6,,14,,6,,,,1,6,,6,6,6,,6,,,,,,,8,,,,4,6,,,,,6,,,,,6,,,,,,,10,10,6,10,6,10,,,,6,,10,,,,,6,,,6,,,6,10,12,8,10,12,10,8,6,6,9,6,,,6,,,4,,,,20
disposaloftreasurystockse,,304,2,,12,,,8,6,10,,12,,4,,,,,,10,,,8,,8,6,2,,12,,12,,,9,,,,2,,,8,,,,,,,10,12,2,,6,,,8,,2,,,,8,2,,,,12,,4,4,2,,,,10,,12,,,12,3,8,2,4,,8,,,2,,,10,2,10,,4,2,,8,,4,
disposaloftreasurystockts,,304,2,,12,,,8,6,10,,12,,4,,,,,,10,,,8,,8,6,2,,12,,12,,,9,,,,2,,,8,,,,,,,10,12,2,,6,,,8,,2,,,,8,2,,,,12,,4,4,2,,,,10,,12,,,12,3,8,2,4,,8,,,2,,,10,2,10,,4,2,,8,,4,
disposaloftreasurystockna,,303,2,,12,,,8,6,10,,12,,4,,,,,,10,,,8,,7,6,2,,12,,12,,,9,,,,2,,,8,,,,,,,10,12,2,,6,,,8,,2,,,,8,2,,,,12,,4,4,2,,,,10,,12,,,12,3,8,2,4,,8,,,2,,,10,2,10,,4,2,,8,,4,
insuranceincomenoi,,289,2,8,,,,,,,,4,,,1,11,,,,,5,5,,,,,,,,,,9,22,,,,,2,,,,,,,14,,,,,38,34,,,,,,,,,,,15,,3,,,1,,,,,,,26,10,,,9,,,12,9,,28,,,,,8,,,11,,,,,,,2,,
reversalofallowancefordoubtfulaccountsei,,286,6,6,1,,,,,,3,,,2,5,,3,,3,,4,4,6,,1,,,14,4,2,6,,,,,6,,,4,,,1,,10,6,,,6,29,2,6,2,6,2,5,1,4,4,3,5,4,6,5,,2,11,2,,6,6,4,1,1,,,6,6,5,6,,2,2,3,,2,4,5,3,,1,1,,,1,3,,4,,,6,6
investmentsincapitalofsubsidiariesandaffiliates,,282,10,,,,,,,,,,,,,,,6,,10,,,10,1,12,10,10,,10,,12,,,,,,,,,,,,,10,,,,10,10,,10,,,7,7,,,,6,,14,,10,10,,10,10,,10,,,,,10,,,,10,,,,,,,,13,,,,,,,,,,12,,10,,12,
noncontrollinginterests,,278,6,,,2,,,,6,,6,,6,,,,12,6,6,6,6,6,2,6,,6,,,,8,,6,6,,,,,,,6,,,,1,,,6,5,,4,,6,6,2,4,6,,,,,,6,6,6,,6,,8,2,12,,,6,6,,,6,6,6,,,2,,2,,,6,,,,6,6,6,6,8,,6,,6,
foreignexchangelossesgainsopecf,,264,8,6,,,7,,8,,,6,,,9,4,,,,6,,7,7,2,,,,,,3,5,,,6,,12,,8,6,,,,,,7,15,,,5,8,11,,,2,5,2,,,5,,11,,,7,10,6,7,,,1,,,5,,,,10,,6,,,,,,,,,6,5,,5,8,,,,,,7,,,
remeasurementsofdefinedbenefitplans,,233,7,,15,12,,,,15,,,,,,,,,,,,,,,16,,7,,15,,,,,,12,,,12,,,,,,7,,,,,,,,,,,,,7,,,,,13,,,,,,,,,,,,6,,,,,12,15,,,,,,,15,,,,,15,15,,,,,,,17,
numberofconsolidatedsubsidiaries,,228,2,,2,3,2,1,3,4,4,4,,4,3,3,,3,6,2,2,2,2,3,3,,2,2,2,3,3,2,2,2,6,4,4,1,2,,3,3,1,2,2,3,3,2,2,2,2,2,2,2,3,2,3,2,3,,4,2,2,2,2,2,2,3,2,4,3,2,2,2,2,3,2,2,2,2,3,3,5,,3,2,2,4,2,,2,2,2,2,4,3,,2,,3,
totalchangesofitemsduringtheperiodmi,,220,3,,,6,,6,2,8,,6,,3,,,,5,,6,3,4,4,3,4,,3,2,,,5,,5,3,,,,,,,4,3,,,,3,,3,,1,1,,6,5,2,6,3,,,,,,4,6,,,6,,4,3,6,2,3,1,3,,,6,5,2,,,3,,12,2,,6,,,,3,6,6,6,1,,3,,3,
cumulativeeffectsofchangesinaccountingpolicies,,220,7,,,7,,,,21,6,12,,6,,,,14,,,7,,,,,4,,,7,,14,,,,7,,,,,,,,,,2,,,7,,,,,,,,,,7,,,,3,,7,,7,,,,,14,,7,4,,,,,1,,7,7,,,7,,,7,,,,7,,,,,,,,14,
reserveforadvanceddepreciationofnoncurrentassets,,219,12,,12,,,,,,,16,,16,,,3,,,,,,,,,,12,,,13,,,,,,,,1,,,,,,,,,,12,12,,,,,,11,,14,12,,,,,,12,,,,,,,,,,,,,2,12,,,14,,,7,,,,12,,,,,,,,,,,,14,
netchangesofitemsotherthanshareholdersequitymi,,217,3,,,6,,6,2,8,,6,,3,,,,5,,6,3,4,4,3,4,,3,2,,,5,,5,3,,,,,,,4,3,,,,3,,3,,1,1,,6,5,2,6,3,,,,,,4,6,,,6,,4,3,6,2,3,1,3,,,6,5,2,,,3,,12,2,,6,,,,3,6,6,6,,,3,,1,
profitlossattributabletononcontrollinginterests,,214,6,,,2,3,,,6,,,,2,,,,12,5,3,4,6,6,1,3,,6,,,,4,,4,,,,,,,,4,,,,1,,,5,3,3,3,,6,6,,4,5,,,,,,6,1,3,,6,,8,2,,,,5,3,,,6,5,6,,,2,,1,,,6,,,,6,6,6,4,8,,6,,5,
netsalesoffinishedgoodsrevoa,,197,6,,,,,,,,,,,,,,12,,,,,,,,6,,6,12,6,,,,,3,,,,26,,,6,,,,,6,,,,,,,,,,,,,10,,10,,,,8,,,,,,,,,6,,,,,,,10,12,8,,,,,6,,8,6,,,,,,,,4,,20
comprehensiveincomeattributabletononcontrollinginterests,,196,6,,,2,,,,6,,,,2,,,,10,5,3,5,6,3,1,3,,6,,,,1,,4,,,,,,,,4,,,,1,,,6,2,3,3,,6,6,,3,5,,,,,,3,2,3,,6,,7,2,2,,,5,3,,,6,4,5,,,2,,1,,,6,,,,3,6,6,4,8,,5,,5,
