Date of download data creation,As of 2016.05.14,Number of data,9900
EDINET Code,Type of Submitter,Listed company / Unlisted company,Consolidated / NonConsolidated,Capital stock,account closing date,Submitter Name,Submitter Name（alphabetic）,Submitter Name（phonetic）,Province,Submitter's industry,Securities Identification Code
"E15044","外国法人・組合（有価証券報告書等の提出義務者以外）","","","","","シュローダー・インベストメント・マネージメント（ルクセンブルグ）エス・エイ","","シュローダーインベストメントマネージメントルクセンブルグエスエイ","ルクセンブルグ大公国、セニンガーベルグ　Ｌ－１７３６、ハーヘンホフ通り５番","Others",""
"E15086","外国法人・組合（有価証券報告書等の提出義務者以外）","","","61","","ムーア・マネジメント（バミューダ）リミテッド","","ムーア　マネジメント　バミューダ　リミテッド","バミューダ、ハミルトンＨＭ１１、チャーチ・ストリート２番、クラレンドン・ハウス","Others",""
"E15091","外国法人・組合（有価証券報告書等の提出義務者以外）","","","45","","マン・ファンド・マネジメント（ガーンジー）リミテッド","","マンファンドマネジメントガーンジーリミテッド","チャネル諸島、ＧＹ１４ＨＧ、ガーンジー、セント・ペテロ・ポート、セント・ジュリアンズ・アヴェニュー、ロイヤル・チャンバース、ファースト・フロア","Others",""
"E15099","外国法人・組合（有価証券報告書等の提出義務者以外）","","","50","","ＦＣインベストメント・リミテッド","","エフシーインベストメントリミテッド","英領西インド諸島、ケイマン諸島、ＫＹ１－１１１１、グランド・ケイマン、私書箱２６８１、ハッチンス・ドライブ、クリケット・スクエア、コーダン・トラスト・カンパニー（ケイマン）リミテッド気付","Others",""
"E15115","外国法人・組合（有価証券報告書等の提出義務者以外）","","","9273","","ゴールドマン・サックス・ファンズ","","ゴールドマン　サックス　ファンズ","ルクセンブルグ大公国　Ｌ－１８５５　ルクセンブルグ　Ｊ．Ｆ．ケネディ通り４９","Others",""
"E15153","外国法人・組合（有価証券報告書等の提出義務者以外）","","","0","","ビー・エヌ・ピー・パリバ　アセットマネジメント・エス・エイ・エス","","ビーエヌピーパリバアセットマネジメントエスエイエス","フランス共和国パリ市７５００９、オスマン大通り１番","Others",""
"E15154","外国法人・組合（有価証券報告書等の提出義務者以外）","","","49","","シンプレクス・グローバル・インベストメンツ・リミテッド","","シンプレクス　グローバル　インベストメンツ　リミテッド","英領ヴァージン諸島、トートラ、ロード・タウン、トラストネット・チェンバーズ、私書箱３４４４号","Others",""
"E15155","外国法人・組合（有価証券報告書等の提出義務者以外）","","","1066","","ＴＨＥＡＭ","","シーム","フランス共和国、パリ市９区、オスマン通り１番","Others",""
"E15174","外国法人・組合（有価証券報告書等の提出義務者以外）","","","3600","","ルクセンブルク三菱ＵＦＪインベスターサービス銀行Ｓ．Ａ．","","ルクセンブルクミツビシユーエフジェイインベスターサービスギンコウエスエイ","ルクセンブルグ大公国、ルクセンブルグＬ－１１５０、アーロン通り２８７－２８９番","Others",""
"E15194","外国法人・組合（有価証券報告書等の提出義務者以外）","","","67","","リンク・アセット・マネジメント・リミテッド","","リンクアセットマネジメントリミテッド","香港、カオルーン、クアン・トン、ホウ・ミン・ストリート１００、ランドマーク・イースト、アクサ・タワー３３階","Others",""
"E15200","外国法人・組合（有価証券報告書等の提出義務者以外）","","","268543","","ＳＦ（ＬＵＸ）ＳＩＣＡＶ３","","エスエフルクスシキャブサン","ルクセンブルグ大公国、ルクセンブルグ、ジェイ・エフ・ケネディ通り３３Ａ","Others",""
"E15208","外国法人・組合（有価証券報告書等の提出義務者以外）","","","82","","シトコ・トラスティーズ（ケイマン）リミテッド","","シトコ　トラスティーズ　ケイマン　リミテッド","ケイマン諸島、グランド・ケイマンＫＹ１－１２０５、カマナ・ベイ、８９ネクサス・ウェイ、私書箱３１１０６号","Others",""
"E15211","外国法人・組合（有価証券報告書等の提出義務者以外）","","","484","","アストマックス・インベストメント・リミテッド","","アストマックスインベストメントリミテッド","ケイマン諸島、ＫＹ１－１１０４、グランド・ケイマン、アグランド・ハウス　私書箱３０９","Others",""
"E15214","外国法人・組合（有価証券報告書等の提出義務者以外）","","","1","","ＢＮＹメロン・インターナショナル・マネジメント・リミテッド","","ビーエヌワイメロンインターナショナルマネジメントリミテッド","ケイマン諸島、ＫＹ１－９００５、グランド・ケイマン、ジョージ・タウン、エルジン・アベニュー１９０、インタートラスト・コーポレート・サービシズ（ケイマン）リミテッド気付","Others",""
"E15216","外国法人・組合（有価証券報告書等の提出義務者以外）","","","1107","","ＲＢＳ（ルクセンブルグ）エス・エイ","","アールビーエス　ルクセンブルグ　エス　エイ","ルクセンブルグ大公国　エスペランジュ　Ｌ－５８２６、ガスペリッシュ通り　３３番","Others",""
"E15244","外国法人・組合","Unlisted company","Consolidated","629872","12.31","ナティクシス","","ナティクシス","フランス、７５０１３　パリ市ピエール・マンデス－フランス通り３０番地","Others",""
"E15247","外国法人・組合（有価証券報告書等の提出義務者以外）","","","54","","グローバル・ファンズ・マネジメント・エス・エー","","グローバルファンズマネジメントエスエー","ルクセンブルグ大公国エスペランジュガスペリッシュ通り３３番エー棟","Others",""
"E15255","外国法人・組合（有価証券報告書等の提出義務者以外）","","","","","アイガー・マネジメント・リミテッド","","アイガー　マネジメント　リミテッド","ケイマン諸島、グランド・ケイマン、ジョージ・タウン、サウス・チャーチ・ストリート、ウグランド・ハウス、私書箱３０９ＧＴ","Others",""
"E15262","外国法人・組合（有価証券報告書等の提出義務者以外）","","","","","ザ・パトナム・アドバイザリー・カンパニー・エルエルシー","","ザパトナムアドバイザリーカンパニーエルエルシー","アメリカ合衆国、マサチューセッツ州０２１０９、ボストン、ワン・ポスト・オフィス・スクウェア","Others",""
"E15269","外国法人・組合（有価証券報告書等の提出義務者以外）","","","","","リアル・エステート・プロパティー・リミテッド","","ティム　ウーラバー","ケイマン諸島、グランド・ケイマン、ウグランド・ハウス、私書","Others",""
"E15275","外国法人・組合（有価証券報告書等の提出義務者以外）","","","50","","イーバンク・キャピタル・マネジメント（ケイマン）リミテッド","","イーバンクキャピタルマネジメント　ケイマンリミテッド","ケイマン諸島、ＫＹ１－１１０４グランド・ケイマン、アグランド・ハウス、私書箱３０９、Ｍａｐｌｅｓコーポレート・サービシズ・リミテッド気付","Others",""
"E15291","外国法人・組合（有価証券報告書等の提出義務者以外）","","","51","","グローバル・ファンズ・マネジメント・エス・エー","","グローバル　ファンズ　マネジメント　エス　エー","ルクセンブルグ大公国　エスペランジュ　ガスペリッシュ通り　３３番　Ａ棟","Others",""
"E15295","外国法人・組合（有価証券報告書等の提出義務者以外）","","","15730","","レリゲア・キャピタル・マーケッツ（ヨーロッパ）リミテッド","","レリゲア　キャピタル　マーケッツ　ヨーロッパ　リミテッド","英国、ロンドンＥＣ４Ｎ　６ＥＵ、カノン・ストリート１００番","Others",""
"E15296","外国法人・組合（有価証券報告書等の提出義務者以外）","","","0","","ＵＢＳ（Ｌｕｘ）キー・セレクション・シキャブ","","ユービーエスルクスキーセレクションシキャブ","ルクセンブルグ大公国、ルクセンブルグＬ－１８５５、Ｊ．Ｆ．ケネディ通り３３Ａ","Others",""
"E15304","外国法人・組合（有価証券報告書等の提出義務者以外）","","","55","","アイザワ・アセット・マネジメント（ＣＩ）リミテッド","","アイザワアセットマネジメントシーアイリミテッド","英領西インド諸島、ケイマン諸島、ＫＹ１－１１０４、グランド・ケイマン、ウグランド・ハウス、私書箱３０９、メイプルズ・コーポレート・サービシズ・リミテッド気付","Others",""
"E15336","外国法人・組合（有価証券報告書等の提出義務者以外）","","","119440","","メリルリンチ・インターナショナル","","メリルリンチ　インターナショナル","英国、ＥＣ１Ａ　１ＨＱ、ロンドン、キング・エドワード・ストリート２","Others",""
"E15344","外国法人・組合（有価証券報告書等の提出義務者以外）","","","1041","","ＤＢプラティナム・アドバイザーズ","","ディービー　プラテイナム　アドバイザーズ","ルクセンブルグ大公国、ルクセンブルグＬ－１１１５、ブールバール・コンラ・アデヌール２","Others",""
"E15371","外国法人・組合（有価証券報告書等の提出義務者以外）","","","4077","","スタージョン・セントラルアジア・バランスド・ファンド・リミテッド","","スタージョン　セントラルアジア　バランスド　ファンド　リミテッド","アップルビー・サービシズ（バミューダ）リミテッド、バミューダ、ハミルトンＨＭ　１２、ビクトリア・ストリ","Others",""
"E15379","外国法人・組合（有価証券報告書等の提出義務者以外）","","","49","","ＧＬＧパートナーズ・インターナショナル（ケイマン）リミテッド","","ジーエルジーパートナーズインターナショナルケイマンリミテッド","ケイマン諸島、ＫＹ１ー１１０４，グランド・ケイマン、ジョージ・タウン、サウス・チャーチ・ストリート、ウグランド・ハウス、私書箱３０９番、メイプルズ・コーポレート・サービシズ・リミテッド","Others",""
"E15385","外国法人・組合（有価証券報告書等の提出義務者以外）","","","","","マッコーリー・ファイナンシャル・プロダクツ・マネジメント・リミテッド","","チャールズウィーラーピータールーカ","オーストラリア、シドニー　ＮＳＷ　２０００、マーティン・プレース１","Others",""
"E15389","外国法人・組合（有価証券報告書等の提出義務者以外）","","","56","","クレディ・スイス・マネジメント（ケイマン）リミテッド","","クレディスイスマネジメントケイマンリミテッド","ケイマン諸島、グランド・ケイマン、ジョージ・タウン、サウス・チャーチ・ストリート、ウグランド・ハウス","Others",""
"E15396","外国法人・組合（有価証券報告書等の提出義務者以外）","","","","","バークレイズ・バンク・ピーエルシー","","バークレイズバンクピーエルシー","連合王国、ロンドンＥ１４　５ＨＰ、チャーチル・プレイス１番","Others",""
"E15401","外国法人・組合（有価証券報告書等の提出義務者以外）","","","493","","ユナイテッドワールドオンラインリミテッド","","ユナイテッドワールドオンラインリミテッド","香港、１００サイバーポート・ロード、サイバーポート２、９／Ｆ．、９０５","Others",""
"E15404","外国法人・組合（有価証券報告書等の提出義務者以外）","","","7082","","サムスン資産運用株式会社","","サムスンシサンウンヨウカブシキガイシャ","大韓民国ソウル特別市中区太平路２街１５０","Others",""
"E15418","外国法人・組合（有価証券報告書等の提出義務者以外）","","","55","","ＭＳインベストメント・サービシズ","","エムエスインベストメントサービシズ","ケイマン諸島、Ｋ１－１１０４グランド・ケイマン、ウグランド・ハウス私書箱３０９","Others",""
"E15424","内国法人・組合（有価証券報告書等の提出義務者以外）","","","10","","ＳＢＩブロードバンドキャピタル株式会社","","エスビーアイブロードバンドキャピタルカブシキガイシャ","港区六本木一丁目６番１号","Others",""
"E15446","内国法人・組合（有価証券報告書等の提出義務者以外）","","","10","","株式会社自然エネルギー市民ファンド","","カブシキガイシャシゼンエネルギーシミンファンド","中野区中野四丁目７番３号","Others",""
"E15447","内国法人・組合（有価証券報告書等の提出義務者以外）","","","","","日亜持株組合","","ニチアモチカブクミアイ","阿南市上中町岡４９１番地１００","Others",""
"E15457","内国法人・組合（有価証券報告書等の提出義務者以外）","","","","","有限会社ＵＷベトナム・プロジェクト","","ユウゲンカイシャユーダブリューベトナムプロジェクト","豊島区西巣鴨一丁目３６番１４号","Others",""
"E15460","内国法人・組合（有価証券報告書等の提出義務者以外）","","","","","船越　徹","","フナコシ　トオル","日光市上鉢石町１３００番地　金谷ホテル株式会社内","Others",""
"E15469","内国法人・組合（有価証券報告書等の提出義務者以外）","","","","","有限会社ＵＷマカオ・プロジェクト２","","ユウゲンカイシャユーダブリューマカオプロジェクトツー","豊島区西巣鴨一丁目３６番１４号","Others",""
"E15478","内国法人・組合（有価証券報告書等の提出義務者以外）","","","82","","マーベリック株式会社","","マーベリックカブシキカイシャ","千代田区麹町４－３　麹町ＭＫビル４階","Others",""
"E15485","内国法人・組合（有価証券報告書等の提出義務者以外）","","","3","","グランドプロパティ２号有限会社","","グランドプロパティニゴウユウゲンカイシャ","中央区日本橋三丁目１４番１号　新々会館ビル９階","Others",""
"E15489","内国法人・組合（有価証券報告書等の提出義務者以外）","","","50","","株式会社サステイナブル・インベスター","","カブシキガイシヤサステイナブルインベスター","名護市大西一丁目２０番１２号","Others",""
"E15493","内国法人・組合（有価証券報告書等の提出義務者以外）","","","166","","株式会社ＧｌｏｂａｌＡｒｅｎａＣａｐｉｔａｌ","","カブシキグローバルアリーナキャピタル","中央区八丁堀３－１４－２","Others",""
"E15531","内国法人・組合（有価証券報告書等の提出義務者以外）","","","0","","かざかグループ従業員ＫＦＧ投資組合","","カザカグループジュウギョウインケーエフジートウシクミアイ","中央区日本橋兜町１３番２号","Others",""
"E15536","内国法人・組合（有価証券報告書等の提出義務者以外）","","","715","","コバレントマテリアル持株会　理事長　木村　幸彦","","コバレントマテリアルモチカブカイ　リジチョウ　キムラ　ユキヒコ","品川区大崎一丁目６番３号","Others",""
"E15551","内国法人・組合（有価証券報告書等の提出義務者以外）","","","200","","合同会社フロンティア・リート・パートナーズ４号","","フロンティアリートパートナーズヨンゴウ","千代田区霞ヶ関３丁目３番２号","Others",""
"E15559","内国法人・組合（有価証券報告書等の提出義務者以外）","","","","","株式会社ＵＷベトナム・プロジェクト４","","カブシキカイシャユーダブリューベトナムプロジェクトフォー","豊島区西巣鴨一丁目３６番１４号","Others",""
"E15560","内国法人・組合（有価証券報告書等の提出義務者以外）","","","","","株式会社ＵＷロシア・プロジェクト","","カブシキカイシャユーダブリューロシアプロジェクト","豊島区西巣鴨一丁目３６番１４号","Others",""
"E15561","内国法人・組合（有価証券報告書等の提出義務者以外）","","","","","株式会社ＵＷマカオ・プロジェクト４","","カブシキカイシャユーダブリューマカオプロジェクトフォー","豊島区西巣鴨一丁目３６番１４号","Others",""
"E15572","外国法人・組合（有価証券報告書等の提出義務者以外）","","","2","","エムティービーシー・ハウジングローン・コーポレーション","","エムティービーシーハウジングローンコーポレーション","英国領　西インド諸島　ケイマン諸島　ＫＹ１－１１０２、グランド・ケイマン、私書箱１０９３、クイーンズゲイト・ハウス、メイプルズエフエス・リミテッド","Others",""
"E15573","内国法人・組合（有価証券報告書等の提出義務者以外）","","","","","特定目的会社クオーク・マスタートラスト・シニア","","トクテイモクテキカイシャクオーク　マスタートラスト　シニア","千代田区丸の内三丁目２番３号","Others",""
"E15602","内国法人・組合（有価証券報告書等の提出義務者以外）","","","50","","株式会社アボード・ベータ","","カブシキガイシャアボードベータ","中央区日本橋茅場町一丁目１０番５号","Others",""
"E15611","内国法人・組合（有価証券報告書等の提出義務者以外）","","","0","","四季のふるさとトータルセラピー特定目的会社","","シキノフルサトトータルセラピートクテイモクテキガイシャ","豊田市浄水町伊保原４６５番地１","Others",""
"E15626","内国法人・組合（有価証券報告書等の提出義務者以外）","","","","","第一生命劣後債権流動化特定目的会社","","ダイイチセイメイレツゴサイケンリュウドウカトクテイモクテキガイシャ","中央区八重洲一丁目４番２２号","Others",""
"E15647","内国法人・組合（有価証券報告書等の提出義務者以外）","","","390","","住友生命劣後債権流動化特定目的会社","","スミトモセイメイレツゴサイケンリュウドウカトクテイモクテキカイシャ","千代田区丸の内三丁目１番１号東京共同会計事務所内","Others",""
"E15657","内国法人・組合（有価証券報告書等の提出義務者以外）","","","131","","ソレイユはんだ特定目的会社","","ソレイユハンダトクテイモクテキガイシャ","郡上市八幡町旭１０３５番地","Others",""
"E15659","内国法人・組合（有価証券報告書等の提出義務者以外）","","","164","","憩いの里・稲沢特定目的会社","","イコイノサトイナザワトクテイモクテキガイシャ","郡上市八幡町旭１０３５番地","Others",""
"E15661","内国法人・組合（有価証券報告書等の提出義務者以外）","","","750","","信金中金債権流動化株式会社","","シンキンチュウキンサイケンリュウドウカカブシキカイシャ","千代田区丸の内三丁目１番１号東京共同会計事務所内","Others",""
"E15665","外国法人・組合（有価証券報告書等の提出義務者以外）","","","0","","キーストーン・キャピタル・コーポレーション","","キーストーンキャピタルコーポレーション","ケイマン諸島、ＫＹ１－１１０２、グランド・ケイマン、クイーンズゲート・ハウス、私書箱１０９３、メイプルズエフエス・リミテッドの事務所","Others",""
"E15670","内国法人・組合（有価証券報告書等の提出義務者以外）","","","","","オラクルミュー特定目的会社","","オラクルミュートクテイモクテキカイシャ","港区虎ノ門三丁目２２番１０－２０１号","Others",""
"E15671","内国法人・組合（有価証券報告書等の提出義務者以外）","","","191","","Ｙ’ｓライフサポート特定目的会社","","ワイズライフサポートトクテイモクテキガイシャ","名古屋市中川区小本本町二丁目３５番地の１","Others",""
"E15674","内国法人・組合（有価証券報告書等の提出義務者以外）","","","510","","住友生命第２回基金流動化特定目的会社","","スミトモセイメイダイニカイキキンリュウドウカトクテイモクテキガイシャ","中央区日本橋２丁目１番１４号","Others",""
"E15675","内国法人・組合（有価証券報告書等の提出義務者以外）","","","","","第１回財政融資マスタートラスト特定目的会社","","ダイイッカイザイセイユウシマスタートラストトクテイモクテキカイシャ","港区虎ノ門三丁目２２番１０－２０１号","Others",""
"E15678","内国法人・組合","Unlisted company","NonConsolidated","257"," 3.31","株式会社アールテック・ウエノ","R-Tech Ueno, Ltd.","カブシキガイシャアールテックウエノ","千代田区内幸町１－１－７　大和生命ビル１０Ｆ","Pharmaceutical","45730"
"E15690","内国法人・組合","Unlisted company","Consolidated","500"," 3.31","アルピコホールディングス株式会社","","アルピコホールディングスカブシキガイシャ","松本市井川城二丁目１番１号","Land Transportation",""
"E15692","外国法人・組合","Unlisted company","Consolidated","10"," 9.the end of the month","ビザ・インク（Ｖｉｓａ　Ｉｎｃ．）","","ビザインク","米国カリフォルニア州サンフランシスコ、ピー・オー・ボックス８９９９","Others",""
"E15700","内国法人・組合（有価証券報告書等の提出義務者以外）","","","3","","一般社団法人エスエヌエー","","イッパンシャダンホウジンエスエヌエー","港区三田三丁目５番２７号","Others",""
"E15704","内国法人・組合（有価証券報告書等の提出義務者以外）","","","10","","有限会社ライト経営","","ユウゲンガイシヤライトケイエイ","上尾市大字上２１０番地の３","Others",""
"E15706","個人（非居住者）（組合発行者を除く）","","","","","佐藤輝英","","サトウテルヒデ","","Others",""
"E15707","個人（組合発行者を除く）","","","","","中冨　一郎","","ナカトミ　イチロウ","","Others",""
"E15710","内国法人・組合（有価証券報告書等の提出義務者以外）","","","25","","濱中ナット株式会社","","ハマナカナットカブシキカイシャ","姫路市白浜町甲７７０番地","Others",""
"E15711","内国法人・組合（有価証券報告書等の提出義務者以外）","","","3","","有限会社ツカモト","","ユウゲンガイシャツカモト","西宮市美作町８番２０号","Others",""
"E15713","個人（組合発行者を除く）","","","","","石黒　不二代","","イシグロ　フジヨ","","Others",""
"E15726","内国法人・組合（有価証券報告書等の提出義務者以外）","","","83","","バイオ・サイト・キャピタル株式会社","","バイオサイトキャピタルカブシキガイシャ","茨木市彩都あさぎ七丁目７番１５号","Others",""
"E15727","内国法人・組合（有価証券報告書等の提出義務者以外）","","","0","","一般財団法人金澤記念育英財団","","イッパンザイダンホウジンカナザワキネンイクエイザイダン","福岡市東区松田１－１１－１７株式会社ダイショー内","Others",""
"E15728","個人（組合発行者を除く）","","","","","小林　靖弘","","コバヤシ　ヤスヒロ","","Others",""
"E15731","内国法人・組合（有価証券報告書等の提出義務者以外）","","","322","","共立株式会社","","キョウリツカブシキガイシャ","中央区日本橋二丁目２番１６号","Others",""
"E15732","内国法人・組合（有価証券報告書等の提出義務者以外）","","","3119","","株式会社ファーマインド","","カブシキガイシャファーマインド","千代田区神田和泉町１番地","Others",""
"E15733","個人（非居住者）（組合発行者を除く）","","","","","諸藤周平","","モロフジシュウヘイ","","Others",""
"E15734","個人（組合発行者を除く）","","","","","田口茂樹","","タグチシゲキ","","Others",""
"E15735","内国法人・組合（有価証券報告書等の提出義務者以外）","","","16","","株式会社ひぐち","","カブシキカイシャヒグチ","新潟市東区東明四丁目１番地５","Others",""
"E15741","外国法人・組合（有価証券報告書等の提出義務者以外）","","","7056","","パーカー・ハネフィン・コーポレーション","","パーカーハネフィンコーポレーション","アメリカ合衆国　４４１２４　オハイオ州　カイヤホガ郡　メイフィールド・ハイツ　パークランド・ブルーバード　６０３５","Others",""
"E15742","内国法人・組合（有価証券報告書等の提出義務者以外）","","","1950","","須賀工業株式会社","","スガコウギョウカブシキカイシャ","台東区上野５－１８－１０","Others",""
"E15743","個人（組合発行者を除く）","","","","","持山　銀次郎","","モチヤマ　ギンジロウ","","Others",""
"E15746","個人（組合発行者を除く）","","","","","江田　敏彦","","エダ　トシヒコ","","Others",""
"E15747","個人（組合発行者を除く）","","","","","窪小谷　隆","","クボコヤ　タカシ","","Others",""
"E15748","個人（組合発行者を除く）","","","","","大島　康広","","オオシマ　ヤスヒロ","","Others",""
"E15749","個人（組合発行者を除く）","","","","","兼近朱美","","カネチカアケミ","","Others",""
"E15750","個人（組合発行者を除く）","","","","","宮本美恵子","","ミヤモトミエコ","","Others",""
"E15751","外国法人・組合（有価証券報告書等の提出義務者以外）","","","141","","サンダーソン・パートナーズ・リミテッド","","サンダーソン　パートナーズ　リミテッド","英国ロンドン、ダブリュー１エス　３ピーアール、セヴィルロウ２０、ヒースコートハウス","Others",""
"E15761","内国法人・組合（有価証券報告書等の提出義務者以外）","","","350","","王子エフテックス株式会社","","オウジエフテックスカブシキガイシャ","中央区銀座５－１２－８","Others",""
"E15764","個人（組合発行者を除く）","","","","","志村貴子","","シムラタカコ","","Others",""
"E15766","個人（組合発行者を除く）","","","","","小林正興","","コバヤシマサオキ","","Others",""
"E15769","個人（組合発行者を除く）","","","","","小林　雄祐","","コバヤシ　ユウスケ","","Others",""
"E15770","外国法人・組合（有価証券報告書等の提出義務者以外）","","","230","","ＣＹＫＡＮ　Ｈｏｌｄｉｎｇｓ　Ｃｏ．，Ｌｔｄ","","サイカン　ホールディングス　カンパニーリミテッド","ソウル市江南区アックジョン路３６道１８、６階（新沙洞、シングビル）","Others",""
"E15773","内国法人・組合（有価証券報告書等の提出義務者以外）","","","100","","日本バリュー・インベスターズ株式会社","","ニッポンバリューインベスターズカブシキガイシャ","千代田区神田司町二丁目２番２号大森ビル３階","Others",""
"E15775","個人（組合発行者を除く）","","","","","永嶋　康雄","","ナガシマ　ヤスオ","","Others",""
"E15776","個人（組合発行者を除く）","","","","","永嶋　秀和","","ナガシマ　ヒデカズ","","Others",""
"E15779","個人（組合発行者を除く）","","","","","小林　佳雄","","コバヤシ　ヨシオ","","Others",""
"E15781","内国法人・組合（有価証券報告書等の提出義務者以外）","","","18","","株式会社こやの","","カブシキガイシャコヤノ","品川区西品川二丁目１番２２－２０１号","Others",""
"E15786","内国法人・組合（有価証券報告書等の提出義務者以外）","","","280","","クローバー・アセットマネジメント株式会社","","クローバーアセットマネジメントカブシキガイシャ","中央区京橋三丁目３番４号　京橋日英ビル３階","Others",""
"E15787","内国法人・組合（有価証券報告書等の提出義務者以外）","","","150","","楽天投信投資顧問株式会社","","ラクテントウシントウシコモンカブシキカイシャ","世田谷区玉川一丁目１４番１号","Others",""
"E15791","外国法人・組合（有価証券報告書等の提出義務者以外）","","","50","","ダイワ・アセット・マネジメント・サービシイズ・リミテッド（ケイマン）","","ダイワ　アセット　マネジメント　サービシイズ　リミテッド　ケイマン","ケイマン諸島、グランド・ケイマン、ジョージ・タウン、サウス・チャーチ・ストリート、ウグランド・ハウス","Others",""
"E20003","外国法人・組合（有価証券報告書等の提出義務者以外）","","","621772","","ＮＯＭＵＲＡ　ＩＮＴＥＲＮＡＴＩＯＮＡＬ　ＰＬＣ","","ノムラインターナショナルピーエルシー","１　ＡＮＧＥＬ　ＬＡＮＥ　ＬＯＮＤＯＮ　ＥＣ４Ｒ　３ＡＢ　ＵＮＩＴＥＤ　ＫＩＮＧＤＯＭ","Others",""
"E20004","内国法人・組合（有価証券報告書等の提出義務者以外）","","","100","","株式会社ドコモ・ドットコム","","カブシキガイシャドコモドットコム","港区赤坂一丁目７番１号","Others",""
"E20022","外国法人・組合（有価証券報告書等の提出義務者以外）","","","17353","","ジェー・ピー・モルガン・ジーティー・コーポレーション","","ジェーピーモルガンジーティーコーポレーション","アメリカ合衆国　ニューヨーク州、ニューヨーク、パーク・アベニュー２７０","Others",""
"E20037","外国法人・組合（有価証券報告書等の提出義務者以外）","","","923648","","モルガン・スタンレー・アンド・カンパニー・インターナショナル・ピーエルシー","","モルガン　スタンレー　アンド　カンパニー　インターナショナル　ピーエルシー","英国　ロンドン　カナリーワーフ　２５　カボットスクエア　Ｅ１４　４ＱＡ","Others",""
"E20061","個人（組合発行者を除く）","","","","","丸森　京子","","マルモリ　キョウコ","","Others",""
"E20075","外国法人・組合（有価証券報告書等の提出義務者以外）","","","5","","エスエスエフ　スリー　アジア　ホールディング　リミテッド","","エスエスエフ　スリー　アジア　ホールディング　リミテッド","ケイマン諸島　グランドケイマンＫＹ１－９００７　カマナベイ　８９ネクサスウェイ　オジェ・フィデューシャリー・サービセズ（ケイマン）リミテッド方","Others",""
"E20082","外国法人・組合（有価証券報告書等の提出義務者以外）","","","0","","ゴールドマン・サックス・アンド・カンパニー","","ゴールドマンサックスアンドカンパニー","２００　Ｗｅｓｔ　Ｓｔｒｅｅｔ，Ｎｅｗ　Ｙｏｒｋ，Ｎｅｗ　Ｙｏｒｋ１０２８２，Ｕ．Ｓ．Ａ．","Others",""
"E20088","外国法人・組合（有価証券報告書等の提出義務者以外）","","","17841","","モルガン・スタンレー・インベストメント・マネジメント・リミテッド　（Ｍｏｒｇａｎ　Ｓｔａｎｌｅｙ　Ｉｎｖｅｓｔｍｅｎｔ　Ｍａｎａｇｅｍｅｎｔ　Ｌｉｍｉｔｅｄ）","","モルガンスタンレーインベストメントマネジメントリミテッド","２５　Ｃａｂｏｔ　Ｓｑｕａｒｅ　Ｃａｎａｒｙ　Ｗｈａｒｆ　Ｌｏｎｄｏｎ　Ｅ１４　４ＱＡ　Ｕ．Ｋ．","Others",""
"E20124","内国法人・組合（有価証券報告書等の提出義務者以外）","","","41","","新日本観光株式会社","","シンニホンカンコウカブシキガイシャ","港区三田三丁目７番１８号","Others",""
"E20152","外国法人・組合（有価証券報告書等の提出義務者以外）","","","595","","ヤフー　インク","","ヤフー　インク","アメリカ合衆国、デラウェア州１９８０１、ニュー・キャッスル郡、ウィルミントン、オレンジ・ストリート１２０９、コーポレーション・トラスト・カンパニー","Others",""
"E20153","外国法人・組合（有価証券報告書等の提出義務者以外）","","","7236","","オーバーチュール　サーチ　サービス　ホールドコ　アイルランドリミテッド","","オーバーチュール　サーチ　サービス　ホールドコ　アイルランドリミテッド","ケイマン諸島ＫＹ１－９００５、グランド・ケイマン、ジョージタウン、エルギン・アベニュー１９０、インタートラスト・コーポレート・サービシーズ（ケイマン）リミテッド気付","Others",""
"E20167","個人（組合発行者を除く）","","","","","原　和彦","","ハラ　カズヒコ","","Others",""
"E20192","内国法人・組合（有価証券報告書等の提出義務者以外）","","","200","","丸紅リテールインベストメント株式会社","","マルベニリテールインベストメントカブシキガイシャ","千代田区大手町一丁目４番２号","Others",""
"E20270","内国法人・組合（有価証券報告書等の提出義務者以外）","","","27","","有限会社進学会ホールディングス","","ユウゲンガイシャシンガクカイホールディングス","札幌市白石区本郷通１丁目北１番１５号","Others",""
"E20292","内国法人・組合（有価証券報告書等の提出義務者以外）","","","238","","大久保歯車工業株式会社","","オオクボハグルマコウギョウカブシキカイシャ","厚木市上依知３０３０番地","Others",""
"E20294","内国法人・組合（有価証券報告書等の提出義務者以外）","","","10","","株式会社吉田事務所","","カブシキガイシャヨシダジムショ","箕面市桜ヶ丘３丁目１４番７号","Others",""
"E20307","内国法人・組合（有価証券報告書等の提出義務者以外）","","","3","","ＳＭＳホールディングス有限会社","","エスエムエスホールディングスユウゲンガイシャ","大田区久が原六丁目２５番５号","Others",""
"E20311","外国法人・組合（有価証券報告書等の提出義務者以外）","","","0","","ブラックロック・アドバイザーズ・エルエルシー","","ブラックロックアドバイザーズエルエルシー","米国　デラウェア州　ニュー・キャッスル郡　ウィルミントン　オレンジ・ストリート　１２０９　ザ・コーポレーション・トラスト・カンパニー気付　（郵便番号　１９８０１）","Others",""
"E20326","個人（組合発行者を除く）","","","","","小池　陽子","","コイケ　ヨウコ","","Others",""
